TIMESTAMP_START,TIMESTAMP_END,FC,FC_SSITC_TEST,FCH4,FCH4_SSITC_TEST,LE,LE_SSITC_TEST,H,H_SSITC_TEST,PPFD_IN,TA,TS,RH,VPD_PI,USTAR,WS,WD,MO_LENGTH,V_SIGMA,FCH4_gf,GPP_PI,GPP_PI_F,RECO_PI,RECO_PI_F,NEE_PI,NEE_PI_F
201206291800,201206291830,-4.714932,1,-9999,2,-9999,2,189.891,1,1769,32.12,31.16,58.362,19.8777,0.379,2.218019938,133.4783397,-25.97701887,2.412696584,24.33,-8.02547448342298e-05,-8.02547448342297e-05,NaN,2.36755608342298e-05,-5.6579184e-05,-5.6579184e-05
201206291830,201206291900,-2.377363,1,23.297,1,204.569,1,176.535,1,1664,31.86,31.22,64.83,16.54873,0.386,2.84402325,170.1599318,-29.52702228,1.067208023,23.297,-5.69956281355896e-05,-5.69956281355896e-05,NaN,2.84672721355896e-05,-2.8528356e-05,-2.8528356e-05
201206291900,201206291930,-2.486841,1,35.747,1,205.296,1,188.371,1,1551,31.99,31.24,63.409,17.33916,0.3284,2.775472256,167.3977794,-17.03989101,1.311113702,35.747,-5.88464603566618e-05,-5.88464603566618e-05,NaN,2.90043683566618e-05,-2.9842092e-05,-2.9842092e-05
201206291930,201206292000,-1.974635,1,23.585,2,167.31,1,147.943,1,1418,31.73,31.26,64.898,16.38725,0.3294,3.322402297,169.168404,-21.89215736,0.825548326,23.585,-5.56688938578054e-05,-5.56688938578054e-05,NaN,3.19732738578054e-05,-2.369562e-05,-2.369562e-05
201206292000,201206292030,-1.916296,1,22.616,2,161.899,1,148.347,1,1274,31.78,31.31,64.604,16.57465,0.3727,3.141119776,167.7212143,-31.61735769,1.3375845,22.616,-5.49218440275428e-05,-5.49218440275428e-05,NaN,3.19262920275428e-05,-2.2995552e-05,-2.2995552e-05
201206292030,201206292100,-1.946597,1,23.67,0,153.459,1,141.218,1,1102,32.07,31.36,63.452,17.402,0.3349,3.312798613,169.9441665,-24.09526418,0.948728426,23.67,-5.69463075802062e-05,-5.69463075802062e-05,NaN,3.35871435802062e-05,-2.3359164e-05,-2.3359164e-05
201206292100,201206292130,-1.960346,1,23.705,0,148.267,1,127.387,1,873.7,32.32,31.35,62.775,17.97705,0.3789,3.620417386,174.1423958,-38.67507953,1.053253586,23.705,-4.43014613874525e-05,-4.43014613874525e-05,NaN,2.07773093874525e-05,-2.3524152e-05,-2.3524152e-05
201206292130,201206292200,-1.733349,1,26.577,2,138.136,1,117.555,1,658.4,32.25,31.34,62.827,17.87268,0.4406,3.987470803,175.7067163,-65.89124899,0.997642545,26.577,-1.79632845228604e-05,-1.79632845228604e-05,NaN,-2.83690347713964e-06,-2.0800188e-05,-2.0800188e-05
201206292200,201206292230,-1.797548,1,-9999,1,142.552,1,100.046,1,409.2,32.09,31.34,63.368,17.46053,0.4575,4.031874812,180.4994543,-86.67514402,0.862524785,35.822,NaN,0,-2.1570576e-05,-2.1570576e-05,-2.1570576e-05,-2.1570576e-05
201206292230,201206292300,-1.847718,1,45.067,0,117.362,1,80.599,1,257.1,31.55,31.34,64.701,16.31953,0.4653,4.233741443,181.1175307,-113.1738377,1.021436505,45.067,NaN,0,-2.2172616e-05,-2.2172616e-05,-2.2172616e-05,-2.2172616e-05
201206292300,201206292330,-0.848535,1,33.453,0,83.907,1,46.914,1,184.1,30.7,31.46,67.389,14.36001,0.4177,4.084486093,187.5502096,-140.6520709,0.863680425,33.453,NaN,0,-1.018242e-05,-1.018242e-05,-1.018242e-05,-1.018242e-05
201206292330,201206300000,-0.106809,1,43.603,2,79.38,1,31.971,1,71.22,29.37,31.58,72.822,11.09032,0.3728,3.363382415,187.6775222,-146.7364264,0.709742794,43.603,NaN,0,-1.281708e-06,-1.281708e-06,-1.281708e-06,-1.281708e-06
201206300000,201206300030,1.64488,1,52.417,1,55.866,1,6.263,1,18.6333333333333,28.18,31.76,76.872,8.80825,0.3637,3.196905506,191.3730671,-695.0770438,0.458237442,52.417,NaN,0,1.973856e-05,1.973856e-05,1.973856e-05,1.973856e-05
201206300030,201206300100,1.338917,1,46.513,1,40.168,1,-0.859,1,0,27.84,31.93,77.15,8.53481,0.2878,2.775895613,193.1180297,2512.306421,0.339413861,46.513,NaN,0,1.6067004e-05,1.6067004e-05,1.6067004e-05,1.6067004e-05
201206300100,201206300130,1.984922,1,50.25,1,39.991,1,-5.204,1,0,27.56,32.01,77.125,8.40355,0.2628,2.570692067,186.5358848,315.7352066,0.297321743,50.25,NaN,0,2.3819064e-05,2.3819064e-05,2.3819064e-05,2.3819064e-05
201206300130,201206300200,1.976709,1,46.338,1,34.733,1,-7.348,1,0,27.41,32.09,76.9,8.41361,0.2541,2.417893016,178.581189,201.9631506,0.239573934,46.338,NaN,0,2.3720508e-05,2.3720508e-05,2.3720508e-05,2.3720508e-05
201206300200,201206300230,1.976057,1,47.308,1,33.048,1,-9.538,1,0,27.29,32,76.016,8.67109,0.2307,2.217468765,171.7231592,116.4266617,0.262804611,47.308,NaN,0,2.3712684e-05,2.3712684e-05,2.3712684e-05,2.3712684e-05
201206300230,201206300300,1.898055,1,45.666,1,27.741,1,-11.51,1,0,27.25,31.9,73.7,9.48717,0.2342,2.389747522,174.7000828,100.9512059,0.214898353,45.666,NaN,0,2.277666e-05,2.277666e-05,2.277666e-05,2.277666e-05
201206300300,201206300330,1.592678,1,39.394,1,25.894,1,-11.209,1,0,27.14,31.72,72.786,9.7523,0.2219,2.390654468,178.7548434,88.22403887,0.208643022,39.394,NaN,0,1.9112136e-05,1.9112136e-05,1.9112136e-05,1.9112136e-05
201206300330,201206300400,1.924474,1,47.877,2,35.554,1,-16.287,1,0,27.04,31.54,71.712,10.08163,0.2769,2.798852939,180.8705565,117.9129265,0.227483852,47.877,NaN,0,2.3093688e-05,2.3093688e-05,2.3093688e-05,2.3093688e-05
201206300400,201206300430,2.307962,1,60.395,1,36.298,1,-19.824,1,0,26.91,31.38,72.689,9.65751,0.284,2.538594669,180.0367099,104.5552148,0.245937512,60.395,NaN,0,2.7695544e-05,2.7695544e-05,2.7695544e-05,2.7695544e-05
201206300430,201206300500,2.147368,1,54.188,1,28.569,1,-13.955,1,0,26.69,31.21,74.5,8.90007,0.2038,1.886365458,191.007015,54.88674663,0.132375171,54.188,NaN,0,2.5768416e-05,2.5768416e-05,2.5768416e-05,2.5768416e-05
201206300500,201206300530,1.923148,1,49.384,1,30.788,1,-15.179,1,0,26.58,31.04,73.17,9.30627,0.2152,1.82696316,195.0906211,59.43577875,0.137541284,49.384,NaN,0,2.3077776e-05,2.3077776e-05,2.3077776e-05,2.3077776e-05
201206300530,201206300600,2.028289,1,57.113,1,27.658,1,-11.003,1,0,26.38,30.87,74.556,8.7216,0.1534,1.525950656,191.5243888,29.68334503,0.0797,57.113,NaN,0,NaN,1.81409201939354e-05,NaN,1.81409201939354e-05
201206300600,201206300630,1.699373,0,39.68,1,14.565,1,-6.936,0,0,26.13,30.73,78.591,7.23204,0.1301,1.166239848,195.0518643,28.68642221,0.0711,39.68,NaN,0,NaN,1.64700180779371e-05,NaN,1.64700180779371e-05
201206300630,201206300700,2.75133,0,72.281,1,18.786,1,-6.243,0,0,25.92,30.59,82.238,5.92669,0.1016,0.932156844,209.6491055,15.17779318,0.118662425,72.281,NaN,0,NaN,1.54288764491814e-05,NaN,1.54288764491814e-05
201206300700,201206300730,1.900039,1,50.278,1,8.459,1,-2.952,1,0,25.49,30.43,87.461,4.07657,0.0725,0.837488962,260.7243375,11.67390769,0.0863,50.278,NaN,0,NaN,1.77384504826381e-05,NaN,1.77384504826381e-05
201206300730,201206300800,2.265508,1,-9999,1,5.275,0,-9999,2,0,24.85,30.27,92.46,2.36099,0.082,0.752693608,290.9196342,120.5963997,0.0428,62.2085,NaN,0,NaN,1.8770099322205e-05,NaN,1.8770099322205e-05
201206300800,201206300830,2.368314,0,74.139,1,8.779,0,-4.567,0,0,24.93,30.15,89.118,3.42353,0.0939,1.01104952,265.8017561,16.41305868,0.0418,74.139,NaN,0,NaN,1.81285527343246e-05,NaN,1.81285527343246e-05
201206300830,201206300900,4.206307,0,146.922,1,-9999,2,-2.04,0,0,24.69,30.03,92.056,2.46272,0.0761,0.912897416,287.9360952,19.57888423,0.046,146.922,NaN,-7.63397978475141e-06,NaN,1.36777494327905e-05,NaN,6.04376964803905e-06
201206300900,201206300930,1.996287,1,64.522,1,-9999,2,-4.949,1,0,24.65,29.87,91.478,2.63621,0.0821,0.88528986,266.3350201,10.10533266,0.0351,64.522,NaN,-7.93615196688919e-06,NaN,1.62208318923746e-05,NaN,8.28467992548544e-06
201206300930,201206301000,0.477147,1,-24.238,1,1.989,1,-0.836,0,0,24.38,29.7,94.801,1.58243,0.072,0.675308587,295.7210989,40.4405731,0.13992462,-24.238,NaN,-8.21515364766925e-06,NaN,1.77408115290075e-05,NaN,9.52565788133828e-06
201206301000,201206301030,1.216145,1,-9999,1,3.586,1,-9999,2,26.9166666666667,23.85,29.62,95.257,1.39852,0.0424,0.528517656,327.6369064,56.44545915,0.101372372,15.1095,NaN,-8.20355675762362e-06,NaN,1.60273125502866e-05,NaN,7.82375579266297e-06
201206301030,201206301100,1.860025,1,54.457,1,2.753,1,-0.494,1,97.74,23.87,29.54,95.884,1.21528,0.0503,0.729907947,10.07648182,23.35875224,0.024,54.457,NaN,-7.74367428907113e-06,NaN,1.55936055934472e-05,NaN,7.84993130437607e-06
201206301100,201206301130,1.401458,0,37.955,1,4.691,0,0.148,1,229.5,24.32,29.5,93.926,1.84179,0.0753,0.636985729,354.9221505,-261.0022005,0.0427,37.955,NaN,-8.03928830050911e-06,NaN,1.4098809393931e-05,NaN,6.0595210934219e-06
201206301130,201206301200,-9999,2,-9999,0,36.832,1,11.569,1,396.5,26.74,29.46,78.512,7.52493,0.093,0.461721476,25.84026728,-6.303687025,0.0367,17.1245,NaN,-1.4549736163019e-05,NaN,5.20258769429952e-06,NaN,-9.34714846871953e-06
201206301200,201206301230,-5.519623,0,-3.706,1,30.923,0,16.594,0,592.7,27.47,29.68,77.067,8.38236,0.0913,0.78481316,23.26000956,-4.156685555,0.0811,-3.706,NaN,-1.48243311494575e-05,NaN,7.04911744079547e-06,NaN,-7.77521370866207e-06
201206301230,201206301300,0.990039,1,118.943,1,43.34,0,40.266,0,803.5,27.19,29.89,78.591,7.69596,0.1164,0.77247572,44.29318062,-3.54372271,0.0794,118.943,NaN,-1.55191211227412e-05,NaN,3.09370764311035e-06,NaN,-1.24254134796308e-05
201206301300,201206301330,-9999,2,-9999,2,57.571,0,59.638,0,1001.8,27.69,29.94,72.449,10.20119,0.1455,0.627250845,42.31620757,-4.67720384,0.206543116,99.2585000000018,NaN,-1.63108098437389e-05,NaN,-1.42953860481536e-05,NaN,-3.06061958918925e-05
201206301330,201206301400,-0.937869,1,-9999,0,92.936,0,89.06,0,1180,28.58,29.99,66.121,13.20903,0.1645,0.930877407,134.4345695,-4.52172889,0.400026295,33.503,NaN,-2.2813054439664e-05,NaN,5.21654053806401e-06,NaN,-1.75965139016e-05
201206301400,201206301430,-0.531943,0,22.298,0,94.341,0,83.803,0,1343,28.75,30.01,65.211,13.69897,0.138,1.029258663,115.5909622,-2.838486819,0.339237342,22.298,NaN,-3.44934283736986e-05,NaN,2.96936726563174e-05,NaN,-4.79975571738113e-06
201206301430,201206301500,-1.337349,0,74.518,1,127.592,0,136.616,0,1461,29.2,30.03,64.086,14.51519,0.1768,1.265099146,138.3719845,-3.663110114,0.687974587,74.518,NaN,-5.14082376811757e-05,NaN,3.6183078880581e-05,NaN,-1.52251588005947e-05
201206301500,201206301530,-0.951737,0,38.431,1,150.313,0,145.987,0,1617,29.62,30.11,63.293,15.19775,0.1998,1.154600214,134.0165528,-4.943872192,0.797658061,38.431,NaN,-6.32237046278794e-05,NaN,3.74325714436466e-05,NaN,-2.57911331842328e-05
201206301530,201206301600,-1.995292,1,29.929,1,130.344,1,121.69,1,1699,29.76,30.18,63.307,15.31378,0.297,1.829728085,167.4402517,-19.49614533,1.166161142,29.929,-5.84577850709337e-05,-5.84577850709337e-05,NaN,3.45142810709337e-05,-2.3943504e-05,-2.3943504e-05
201206301600,201206301630,-2.200099,1,-9999,1,140.492,1,144.169,1,1770,30.16,30.16,61.66,16.37066,0.2961,2.014908347,157.282593,-16.3023355,1.116871874,27.476,-5.6835486257232e-05,-5.6835486257232e-05,NaN,3.0434298257232e-05,-2.6401188e-05,-2.6401188e-05
201206301630,201206301700,-2.623555,1,25.023,0,136.879,1,126.091,1,1796,30.19,30.14,64.305,15.27123,0.3059,2.557201878,174.2768339,-20.5458252,1.005610602,25.023,-6.17165330381102e-05,-6.17165330381102e-05,NaN,3.02338730381102e-05,-3.148266e-05,-3.148266e-05
201206301700,201206301730,-2.523749,1,20.398,2,160.379,1,185.854,1,1855,30.82,30.24,61.918,16.88407,0.3571,3.149261707,174.8817548,-22.18419236,1.101674492,20.398,-5.50863130678924e-05,-5.50863130678924e-05,NaN,2.48013250678924e-05,-3.0284988e-05,-3.0284988e-05
201206301730,201206301800,-2.721431,1,27.559,0,151.993,1,146.271,1,1842,30.51,30.33,64.721,15.36837,0.3536,3.032650298,172.1265879,-27.37619842,0.817376682,27.559,-6.2310561509588e-05,-6.2310561509588e-05,NaN,2.9653389509588e-05,-3.2657172e-05,-3.2657172e-05
201206301800,201206301830,-2.652832,1,18.066,1,141.09,1,139.836,1,1704,30.57,30.51,65.382,15.12882,0.3251,3.115393488,166.1373107,-22.24327819,1.257614463,18.066,-6.34702331062215e-05,-6.34702331062215e-05,NaN,3.16362491062215e-05,-3.1833984e-05,-3.1833984e-05
201206301830,201206301900,-4.308055,1,24.587,2,183.072,1,180.52,1,1607,30.77,30.68,65.48,15.2627,0.3462,2.939768175,169.1502704,-20.80821474,0.699843775,24.587,-8.38080064399702e-05,-8.38080064399702e-05,NaN,3.21113464399702e-05,-5.169666e-05,-5.169666e-05
201206301900,201206301930,-2.896234,1,16.209,2,126.07,1,139.58,1,1586,30.95,30.78,65.228,15.53181,0.3501,2.960883411,167.2622058,-27.8375402,1.066389546,16.209,-6.74199938696995e-05,-6.74199938696995e-05,NaN,3.26651858696995e-05,-3.4754808e-05,-3.4754808e-05
201206301930,201206302000,-2.97837,1,19.31,1,157.962,1,154.865,1,1421,31.24,30.87,64.737,16.01703,0.3563,3.084060329,169.0239884,-26.44799179,0.838963197,19.31,-6.84198355332901e-05,-6.84198355332901e-05,NaN,3.26793955332901e-05,-3.574044e-05,-3.574044e-05
201206302000,201206302030,-2.378475,1,22.066,1,124.131,1,121.412,1,1300,31.14,31.11,66.079,15.31855,0.3577,3.463831791,170.9479881,-34.1363536,0.984239346,22.066,-6.15274471651486e-05,-6.15274471651486e-05,NaN,3.29857471651486e-05,-2.85417e-05,-2.85417e-05
201206302030,201206302100,-1.806508,1,20.319,0,108.507,1,110.395,1,1058,31.14,31.35,66.214,15.25648,0.3722,3.588725869,181.7139279,-42.29326523,1.030062762,20.319,-4.71368587080217e-05,-4.71368587080217e-05,NaN,2.54587627080217e-05,-2.1678096e-05,-2.1678096e-05
201206302100,201206302130,-2.509652,1,-9999,1,144.714,1,123.427,1,748.1,34.12,31.41,54.789,24.10591,0.389,3.477677964,176.947378,-43.2060473,0.807803256,20.607,-3.68167388298381e-05,-3.68167388298381e-05,NaN,6.70091482983809e-06,-3.0115824e-05,-3.0115824e-05
201206302130,201206302200,-1.906655,1,20.895,2,132.27,1,117.402,1,518.7,32.25,31.46,56.668,20.84088,0.4091,3.548842278,178.5622205,-52.78285681,1.116489984,20.895,-7.09100668407905e-06,-7.09100668407904e-06,NaN,-1.5788853315921e-05,-2.287986e-05,-2.287986e-05
201206302200,201206302230,-1.922129,1,29.831,1,108.702,1,93.284,1,282.1,32.09,31.42,60.21,18.96788,0.4112,3.804437742,183.9603338,-67.43902935,0.884978805,29.831,NaN,0,-2.3065548e-05,-2.3065548e-05,-2.3065548e-05,-2.3065548e-05
201206302230,201206302300,-1.475266,1,40.597,1,115.248,1,81.358,1,295.4,31.76,31.38,63.719,16.96709,0.4447,3.885910037,178.8157987,-97.83609422,0.84491574,40.597,NaN,0,-1.7703192e-05,-1.7703192e-05,-1.7703192e-05,-1.7703192e-05
201206302300,201206302330,-1.670693,1,47.916,1,110.757,1,57.618,1,169.6,31.24,31.37,65.718,15.56902,0.4463,3.943710309,184.1572038,-139.6385276,0.740420663,47.916,NaN,0,-2.0048316e-05,-2.0048316e-05,-2.0048316e-05,-2.0048316e-05
201206302330,201207010000,-9999,2,50.726,1,77.191,1,16.539,1,63.3,29.93,31.35,70.453,12.45414,0.4206,3.610909369,183.5113234,-407.1316798,0.444728078,50.726,NaN,0,NaN,5.6612842426934e-06,NaN,5.6612842426934e-06
201207010000,201207010030,1.063767,1,41.176,1,30.445,1,2.546,1,13.21,28.95,31.59,75.447,9.77751,0.3351,2.97637179,186.4495082,-1337.39049,0.4818473,41.176,NaN,0,1.2765204e-05,1.2765204e-05,1.2765204e-05,1.2765204e-05
201207010030,201207010100,1.6485,1,38.525,1,35.881,1,-5.605,1,0,28.32,31.82,78.634,8.20227,0.2946,2.743792847,181.3011902,412.7094531,0.338611213,38.525,NaN,0,1.9782e-05,1.9782e-05,1.9782e-05,1.9782e-05
201207010100,201207010130,1.610119,1,40.744,1,22.489,1,-9.156,1,0,27.98,31.72,81.007,7.15144,0.2884,2.627725344,188.250311,237.106195,0.294384186,40.744,NaN,0,1.9321428e-05,1.9321428e-05,1.9321428e-05,1.9321428e-05
201207010130,201207010200,1.905792,1,47.047,1,20.408,1,-9.926,1,0,27.83,31.61,80.836,7.15402,0.2462,2.371400783,184.5382807,136.0902231,0.19331763,47.047,NaN,0,2.2869504e-05,2.2869504e-05,2.2869504e-05,2.2869504e-05
201207010200,201207010230,2.021838,1,47.696,1,24.735,1,-12.061,1,0,27.66,31.53,79.518,7.56665,0.2228,2.134980721,173.8133225,83.05723588,0.178026888,47.696,NaN,0,2.4262056e-05,2.4262056e-05,2.4262056e-05,2.4262056e-05
201207010230,201207010300,2.067911,1,38.077,2,15.842,1,-9.708,1,0,27.54,31.44,82.206,6.53058,0.1798,1.619622708,164.5972556,54.22101154,0.157197371,38.077,NaN,0,NaN,2.13687588734505e-05,NaN,2.13687588734505e-05
201207010300,201207010330,1.63241,1,24.138,1,-9999,2,-6.627,1,0,27.38,31.32,83.464,6.01251,0.1496,1.564101986,147.8490961,45.72379917,0.0732,24.138,NaN,0,NaN,1.92006962711692e-05,NaN,1.92006962711692e-05
201207010330,201207010400,1.746923,1,29.328,1,7.527,1,-7.953,1,0,27.31,31.2,83.254,6.06292,0.1363,1.49393603,152.2188218,28.87599315,0.0695,29.328,NaN,0,NaN,1.77994844598288e-05,NaN,1.77994844598288e-05
201207010400,201207010430,1.949226,1,35.288,1,7.714,1,-9.707,1,0,27.25,31.09,84.504,5.59002,0.1508,1.669326644,157.1331332,32.00944164,0.0748,35.288,NaN,0,NaN,1.87427330961031e-05,NaN,1.87427330961031e-05
201207010430,201207010500,1.734861,1,33.135,1,12.48,1,-8.702,1,0,27.15,30.97,85.624,5.1551,0.1557,1.558368501,151.6159576,39.31118459,0.091,33.135,NaN,0,NaN,2.02468098102854e-05,NaN,2.02468098102854e-05
201207010500,201207010530,1.760385,1,35.764,1,5.204,1,-10.255,1,0,27.1,30.8,84.75,5.45212,0.1644,1.757938741,156.9962422,39.28044059,0.0969,35.764,NaN,0,NaN,2.06115392180372e-05,NaN,2.06115392180372e-05
201207010530,201207010600,2.3421,1,50.528,1,13.707,1,-12.685,1,0,27.17,30.62,85.899,5.06393,0.2118,2.246678549,155.2567014,67.83909202,0.16090988,50.528,NaN,0,2.81052e-05,2.81052e-05,2.81052e-05,2.81052e-05
201207010600,201207010630,2.031124,1,45.748,1,10.173,1,-12.086,1,0,27.22,30.47,86.252,4.95145,0.2307,2.353392284,162.7285247,91.99389729,0.286292148,45.748,NaN,0,2.4373488e-05,2.4373488e-05,2.4373488e-05,2.4373488e-05
201207010630,201207010700,1.824053,1,40.096,1,16.233,1,-17.632,1,0,27.13,30.31,83.787,5.80909,0.2672,2.581655587,165.8486243,98.03627061,0.246335346,40.096,NaN,0,2.1888636e-05,2.1888636e-05,2.1888636e-05,2.1888636e-05
201207010700,201207010730,2.28483,1,61.257,1,19.851,1,-19.024,1,0,27.04,30.18,83.477,5.88869,0.2679,2.709927586,175.4946979,91.53994297,0.224714442,61.257,NaN,0,2.741796e-05,2.741796e-05,2.741796e-05,2.741796e-05
201207010730,201207010800,2.017272,1,43.931,1,-9999,2,-16.954,1,0,26.86,30.04,81.267,6.6038,0.2189,2.26227583,178.3132021,56.04469694,0.198222491,43.931,NaN,0,2.4207264e-05,2.4207264e-05,2.4207264e-05,2.4207264e-05
201207010800,201207010830,2.357835,1,51.113,1,14.116,1,-15.184,1,0,26.75,29.96,83.502,5.77783,0.192,1.990784178,184.4132424,42.21049826,0.12115821,51.113,NaN,0,NaN,1.95685240289336e-05,NaN,1.95685240289336e-05
201207010830,201207010900,2.712719,1,54.564,1,4.47,1,-13.717,1,0,26.62,29.87,86.119,4.8267,0.1673,1.598221422,180.0723459,30.9082434,0.0799,54.564,NaN,-7.89638519053585e-06,NaN,1.74201314128203e-05,NaN,9.52374622228448e-06
201207010900,201207010930,2.618675,0,53.887,1,6.369,1,-12.057,0,0,26.54,29.81,86.853,4.5495,0.1571,1.476409473,188.1286678,29.11777888,0.0902,53.887,NaN,-8.1423175859758e-06,NaN,1.95128384195949e-05,NaN,1.13705208336191e-05
201207010930,201207011000,1.8738,1,34.561,1,-9999,2,-10.691,1,0,26.52,29.74,88.308,4.04163,0.1631,1.486897651,183.8242412,36.77887462,0.0872,34.561,NaN,-8.41882365007135e-06,NaN,2.05077737269614e-05,NaN,1.208895007689e-05
201207011000,201207011030,2.451611,1,46.96,1,8.648,1,-8.192,1,23.2166666666667,26.47,29.75,88.642,3.91444,0.1318,1.268319609,198.4467431,25.35457442,0.114995084,46.96,NaN,-8.43217487633546e-06,NaN,1.92240787446636e-05,NaN,1.07919038683282e-05
201207011030,201207011100,3.305654,1,79.74,1,6.905,1,-5.216,0,85.34,26.33,29.75,90.584,3.21709,0.0888,0.857611448,211.296698,12.17705284,0.0856,79.74,NaN,-8.31512277358315e-06,NaN,1.67295475121275e-05,NaN,8.41442473854434e-06
201207011100,201207011130,-1.244446,1,-9999,1,-9999,2,1.358,1,245.3,25.87,29.71,94.745,1.74828,0.084,0.71541254,311.8342526,-39.63760583,0.0738,111.9755,NaN,-8.10380147773076e-06,NaN,1.44552116001867e-05,NaN,6.35141012245593e-06
201207011130,201207011200,3.553524,1,144.211,1,9.062,0,-9999,2,453.2,27.05,29.67,87.982,4.28486,0.0724,0.550347888,317.7663718,-15.9467058,0.0195,144.211,NaN,-9.84215259611469e-06,NaN,8.56896721171793e-06,NaN,-1.27318538439676e-06
201207011200,201207011230,-9999,2,-9999,1,-9999,2,-9999,2,648,29.96,29.86,74.465,10.77905,0.0481,0.644435274,226.2752058,-0.321694158,0.180640758,134.371,NaN,-1.63143297805573e-05,NaN,4.0200331231804e-06,NaN,-1.22942966573769e-05
201207011230,201207011300,1.557195,1,124.531,1,58.266,1,28.74,1,854.7,29.71,30.04,72.835,11.30434,0.2684,2.480819996,200.8592849,-61.07157599,0.351351966,124.531,NaN,-1.25793325418817e-05,NaN,-7.605987509502e-06,NaN,-2.01853200513836e-05
201207011300,201207011330,-1.242578,1,34.335,1,58.537,1,39.198,1,1027.9,29.5,30.12,73.22,11.00678,0.3467,3.159566177,190.2441226,-96.47292867,0.49464696,34.335,NaN,-1.34983311223678e-05,NaN,-1.64228029951057e-05,NaN,-2.99211341174735e-05
201207011330,201207011400,-1.942367,1,29.149,1,66.905,1,69.009,1,1220,30.14,30.2,69.217,13.12964,0.3216,2.79365796,196.9340194,-43.728078,0.688350578,29.149,-2.79912327855775e-05,-2.79912327855775e-05,NaN,4.68282878557754e-06,-2.3308404e-05,-2.3308404e-05
201207011400,201207011430,-2.115061,1,51.805,1,91.426,1,86.188,1,1350,30.11,30.25,67.601,13.79388,0.3526,2.92644377,199.5417344,-46.15043977,0.739479524,51.805,-5.35733280446545e-05,-5.35733280446545e-05,NaN,2.81925960446545e-05,-2.5380732e-05,-2.5380732e-05
201207011430,201207011500,-2.334743,1,27.486,0,105.707,1,100.861,1,1548,30.19,30.3,66.31,14.41164,0.3307,2.998258401,190.2475175,-32.54201792,0.894079967,27.486,-6.30720639633938e-05,-6.30720639633937e-05,NaN,3.50551479633938e-05,-2.8016916e-05,-2.8016916e-05
201207011500,201207011530,-3.147087,1,30.562,1,146.632,1,136.619,1,1601,30.57,30.33,64.559,15.49592,0.3574,2.778424668,188.2388952,-30.32771763,0.887499411,30.562,-7.11324281146167e-05,-7.11324281146167e-05,NaN,3.33673841146167e-05,-3.7765044e-05,-3.7765044e-05
201207011530,201207011600,-3.265973,1,26.034,1,183.423,1,152.542,1,1749,30.84,30.36,63.127,16.3694,0.3663,2.703813565,194.2945396,-29.24162145,0.8943587,26.034,-6.85034525345835e-05,-6.85034525345835e-05,NaN,2.93117765345835e-05,-3.9191676e-05,-3.9191676e-05
201207011600,201207011630,-3.322014,1,27.682,1,166.671,1,149.978,1,1919,31.08,30.42,63.322,16.50581,0.3322,2.757530274,195.4383039,-22.18514871,0.893612452,27.682,-6.93238355627771e-05,-6.93238355627771e-05,NaN,2.94596675627771e-05,-3.9864168e-05,-3.9864168e-05
201207011630,201207011700,-3.204931,1,20.4,1,164.848,1,162.125,1,1552,31.09,30.48,64.605,15.93858,0.3592,3.08503302,180.5710701,-25.94641427,0.782178693,20.4,-6.69653408023867e-05,-6.69653408023867e-05,NaN,2.85061688023867e-05,-3.8459172e-05,-3.8459172e-05
201207011700,201207011730,-3.378573,1,17.377,1,183.205,1,154.54,1,1894,31.52,30.69,63.202,16.98355,0.3563,3.098408741,189.2658828,-26.57670183,1.060823498,17.377,-6.48518038235563e-05,-6.48518038235563e-05,NaN,2.43089278235563e-05,-4.0542876e-05,-4.0542876e-05
201207011730,201207011800,-3.907406,1,17.331,2,185.985,1,187.479,1,1591.9,31.56,30.89,64.557,16.39653,0.4165,3.544114493,179.8148038,-34.98768554,1.34075017,17.331,-7.56378307303086e-05,-7.56378307303086e-05,NaN,2.87489587303086e-05,-4.6888872e-05,-4.6888872e-05
201207011800,201207011830,-3.275147,1,20.055,1,171.11,1,182.9,1,1614,31.58,31.35,64.297,16.53442,0.4379,3.978466805,177.2858269,-41.70319781,1.420883953,20.055,-7.01350316392904e-05,-7.01350316392904e-05,NaN,3.08332676392904e-05,-3.9301764e-05,-3.9301764e-05
201207011830,201207011900,-3.266777,1,19.778,1,159.535,1,165.661,1,1657,31.56,31.8,64.343,16.49087,0.387,3.711115135,176.8667286,-31.76519373,0.967280834,19.778,-6.80577613308184e-05,-6.80577613308184e-05,NaN,2.88564373308184e-05,-3.9201324e-05,-3.9201324e-05
201207011900,201207011930,-3.28597,1,21.477,1,164.529,1,152.667,1,1529.5,31.65,31.99,63.548,16.94291,0.4046,3.730917203,177.5905587,-39.39823703,1.222156349,21.477,-6.7586911460824e-05,-6.7586911460824e-05,NaN,2.8155271460824e-05,-3.943164e-05,-3.943164e-05
201207011930,201207012000,-4.035194,1,26.15,1,165.861,1,168.453,1,646.4,31.92,32.18,61.858,18.00286,0.414,3.711933798,182.7134933,-38.22428279,0.994604695,26.15,-7.50652547911892e-05,-7.50652547911892e-05,NaN,2.66429267911892e-05,-4.8422328e-05,-4.8422328e-05
