TIMESTAMP_START,TIMESTAMP_END,FC,FC_SSITC_TEST,FCH4,FCH4_SSITC_TEST,LE,LE_SSITC_TEST,H,H_SSITC_TEST,PPFD_IN,TA,TS,RH,VPD_PI,USTAR,WS,WD,MO_LENGTH,V_SIGMA,FCH4_gf,GPP_PI,GPP_PI_F,RECO_PI,RECO_PI_F,NEE_PI,NEE_PI_F
201201010000,201201010030,0.974019,1,-9999,2,-9999,2,-23.558,1,0,28.37,19.2,50.503,19.05433,0.2591,2.817994412,150.3427019,66.73000138,0.267487526,-4.93820000000083,NaN,0,1.1688228e-05,1.1688228e-05,1.1688228e-05,1.1688228e-05
201201010030,201201010100,1.14576,1,-9999,1,-1.5,1,-23.239,1,0,28.22,19.17,50.582,18.85813,0.2799,3.012037073,149.6833552,85.28361563,0.261358304,-9.6554347826088,NaN,0,1.374912e-05,1.374912e-05,1.374912e-05,1.374912e-05
201201010100,201201010130,1.018816,1,-9999,1,-9999,2,-15.786,1,0,28.43,18.92,50.336,19.18285,0.3097,3.165824797,146.4881739,170.0523753,0.303698602,-3.05172727272725,NaN,0,1.2225792e-05,1.2225792e-05,1.2225792e-05,1.2225792e-05
201201010130,201201010200,0.903371,1,-9999,1,0.253,1,-11.358,1,0,28.55,18.66,49.336,19.70239,0.2704,2.807261602,143.5336567,157.3070466,0.231411377,10.9846923076923,NaN,0,1.0840452e-05,1.0840452e-05,1.0840452e-05,1.0840452e-05
201201010200,201201010230,1.125029,1,-9999,1,-0.41,1,-14.218,1,0,28.42,18.44,49.139,19.63027,0.2608,2.653639522,141.2757276,112.7500627,0.190968551,10.5892307692308,NaN,0,1.3500348e-05,1.3500348e-05,1.3500348e-05,1.3500348e-05
201201010230,201201010300,1.037334,1,-9999,1,-1.405,1,-22.586,1,0,28.09,18.21,49.46,19.13265,0.2551,2.700405762,135.9158305,66.44449248,0.179546151,-3.99107692307695,NaN,0,1.2448008e-05,1.2448008e-05,1.2448008e-05,1.2448008e-05
201201010300,201201010330,0.996056,1,-9999,2,-9999,2,-20.924,1,0,27.79,18.34,49.821,18.67597,0.2388,2.535408581,134.2922454,58.80577325,0.192100459,-5.6746923076923,NaN,0,1.1952672e-05,1.1952672e-05,1.1952672e-05,1.1952672e-05
201201010330,201201010400,0.739096,1,-9999,2,-9999,2,-20.623,1,0,27.63,18.46,49.812,18.49622,0.2051,2.122032065,134.6313578,37.83239801,0.134322903,9.85907692307687,NaN,0,8.869152e-06,8.869152e-06,8.869152e-06,8.869152e-06
201201010400,201201010430,0.994073,1,-9999,2,-9999,2,-18.136,1,0,27.4,18.19,49.677,18.30122,0.1741,1.777666923,131.3978671,26.32073798,0.0816,0.850000000000005,NaN,0,NaN,1.25315917672741e-05,NaN,1.25315917672741e-05
201201010430,201201010500,1.102356,1,-9999,2,-9999,2,-23.03,1,0,27.25,17.92,49.741,18.12493,0.2178,2.100906233,131.4574056,40.52795722,0.123027346,1.72638461538462,NaN,0,1.3228272e-05,1.3228272e-05,1.3228272e-05,1.3228272e-05
201201010500,201201010530,0.903868,1,-9999,2,-0.426,1,-21.345,1,0,27.23,17.27,50.018,18.00396,0.2362,2.601264973,123.9890261,55.81330924,0.182633516,4.76438461538464,NaN,0,1.0846416e-05,1.0846416e-05,1.0846416e-05,1.0846416e-05
201201010530,201201010600,0.886478,1,-9999,2,-0.392,1,-23.369,1,0,27.24,16.62,50.111,17.98174,0.2298,2.351610331,125.8670112,46.95984556,0.167179561,2.38720000000011,NaN,0,1.0637736e-05,1.0637736e-05,1.0637736e-05,1.0637736e-05
201201010600,201201010630,0.721383,1,-9999,2,-9999,2,-22.175,1,0,27.17,16.5,50.243,17.85453,0.215,2.201309767,140.0259131,40.52425951,0.163364204,13.6873333333333,NaN,0,8.656596e-06,8.656596e-06,8.656596e-06,8.656596e-06
201201010630,201201010700,0.935832,1,-9999,2,-0.509,1,-18.323,1,0,26.96,16.38,50.238,17.63813,0.1682,1.816613532,145.4978177,23.46122455,0.086,11.3397777777779,NaN,0,NaN,1.07473167731514e-05,NaN,1.07473167731514e-05
201201010700,201201010730,0.878365,1,-9999,2,-1.221,1,-16.643,1,0,26.67,16.45,50.37,17.29395,0.1487,1.792981468,146.2257529,17.84536249,0.0694,3.44511111111114,NaN,0,NaN,1.1193562372258e-05,NaN,1.1193562372258e-05
201201010730,201201010800,0.665909,1,-9999,2,-9999,2,-12.745,1,0,26.49,16.51,50.147,17.19303,0.1118,1.460461443,148.967475,9.904662984,0.0524,2.85488888888892,NaN,0,NaN,1.09678013070445e-05,NaN,1.09678013070445e-05
201201010800,201201010830,-9999,2,-9999,2,-9999,2,-9999,2,0,26.13,16.58,50.153,16.83237,0.0767,1.355807332,147.5251869,5.778581653,0.0216,3.32022222222225,NaN,0,NaN,1.18417991589276e-05,NaN,1.18417991589276e-05
201201010830,201201010900,-9999,2,-9999,2,-9999,2,-9999,2,0,26.08,16.64,48.903,17.19416,0.0793,1.33854443,160.1803961,5.072843841,0.074,3.94422222222224,NaN,0,NaN,1.24294253278024e-05,NaN,1.24294253278024e-05
201201010900,201201010930,-9999,2,-9999,2,-2.897,1,-3.405,0,0,25.89,16.66,48.06,17.28857,0.0664,0.874808517,193.491451,7.750974673,0.155962683,4.56822222222225,NaN,0,NaN,1.32919238159539e-05,NaN,1.32919238159539e-05
201201010930,201201011000,-9999,2,-9999,2,1.714,1,-9999,2,0,24.36,16.67,51.684,14.67854,0.0348,0.71218271,316.6697806,-3.577978779,0.03,5.19222222222225,NaN,0,NaN,1.28461348832843e-05,NaN,1.28461348832843e-05
201201011000,201201011030,-9999,1,-9999,2,-9999,2,-1.731,1,0,25.32,16.63,29.591,22.66435,0.0533,0.389818752,195.0299475,7.876609122,0.337394701,7.70377777777783,NaN,0,NaN,5.0031443382351e-06,NaN,5.0031443382351e-06
201201011030,201201011100,1.65692,1,-9999,2,-9999,2,-9999,2,0,23.96,16.59,50.977,14.54355,0.0245,0.796848698,291.9551542,966.9364204,0.0082,7.52933333333339,NaN,0,NaN,1.30393393548983e-05,NaN,1.30393393548983e-05
201201011100,201201011130,0.432649,1,-9999,2,1.294,1,-0.52,1,0,23.53,16.55,50.336,14.35588,0.0492,0.823761619,167.5165409,20.70813832,0.0726,7.23622222222231,NaN,0,NaN,1.12056609285453e-05,NaN,1.12056609285453e-05
201201011130,201201011200,-9999,1,-9999,2,43.201,1,-3.312,1,0,24.56,16.5,29.606,21.65339,0.0821,0.371879798,235.6938126,15.07912993,0.309927523,12.2695555555556,NaN,-2.043722002033e-05,NaN,-7.89190714745134e-06,NaN,-2.83291271677813e-05
201201011200,201201011230,-9999,2,-9999,2,-9999,2,-9999,2,0,24.71,16.46,33.969,20.49347,0.0345,0.99914831,174.6689082,0.584712463,0.0775,15.2864444444445,NaN,-1.71155546356078e-05,NaN,-1.35744843340061e-06,NaN,-1.84730030690084e-05
201201011230,201201011300,-9999,2,-9999,2,-9999,2,-9999,2,0,25.03,16.42,36.99,19.9288,0.0764,1.187919322,193.7844737,5.507204879,0.105214397,14.2778985507246,NaN,-2.28464755092343e-05,NaN,-9.27701784757724e-07,NaN,-2.37741772939921e-05
201201011300,201201011330,2.13443,1,-9999,2,-0.2,1,-5.762,1,0,24.81,16.41,52.557,14.81034,0.0966,1.025170482,234.8525396,14.14578772,0.178530146,10.7460588235294,NaN,-1.52706252084593e-05,NaN,4.15317639521744e-06,NaN,-1.11174488132418e-05
201201011330,201201011400,0.764548,1,-9999,2,5.2,1,-3.224,1,0,26.16,16.4,52.882,15.93311,0.1459,1.472618977,204.1495793,87.00486698,0.270887027,5.94750000000005,NaN,-1.56403939750444e-05,NaN,2.90336592400462e-06,NaN,-1.27370280510398e-05
201201011400,201201011430,-9999,2,-9999,2,-11.14,1,5.71,1,0,26.95,16.42,56.795,15.30311,0.2261,2.147044896,224.105514,-183.0538795,0.323504422,17.9079999999988,NaN,-1.68691742013212e-05,NaN,3.59054652183992e-06,NaN,-1.32786276794813e-05
201201011430,201201011500,-0.308209,1,-9999,2,7.965,1,22.424,1,0,26.97,16.43,60.622,13.95908,0.3005,2.754496601,209.1047539,-109.4222835,0.369972185,1.45724999999959,-2.24398554172722e-05,-2.24398554172721e-05,NaN,1.87413474172722e-05,-3.698508e-06,-3.69850799999999e-06
201201011500,201201011530,-0.66457,1,-9999,2,8.999,1,42.485,1,0,27.7,16.84,62.139,14.00746,0.3135,2.922449601,223.4108165,-65.5714684,0.535565254,2.02375,-4.0065931772749e-05,-4.0065931772749e-05,NaN,3.2091091772749e-05,-7.97484e-06,-7.97483999999999e-06
201201011530,201201011600,-9999,2,-9999,2,-9999,2,62.026,1,0,28.71,17.24,58.42,16.32105,0.3297,2.920182109,219.5684667,-52.25917333,0.726072438,2.07299999999997,NaN,-5.58400791999251e-05,NaN,3.48725336541081e-05,NaN,-2.09675455458171e-05
201201011600,201201011630,-9999,2,-9999,2,-9999,2,-9999,2,-9999,29.58,17.55,49.62,20.79768,0.3449,2.504703375,275.1057072,188.057066,4.362502209,4.79466666666663,NaN,-5.82566264918061e-05,NaN,2.54111807069689e-05,NaN,-3.28454457848372e-05
201201011630,201201011700,-0.860736,1,-9999,2,20.715,1,25.275,1,-9999,28.23,17.85,53.106,17.90263,0.2109,1.76554691,265.9497172,-33.54591515,0.26001416,23.8722500000005,-4.58473228596517e-05,-4.58473228596517e-05,NaN,3.55184908596517e-05,-1.0328832e-05,-1.0328832e-05
201201011700,201201011730,-0.722415,1,-9999,2,39.052,1,67.707,1,0,28.99,18.07,52.722,18.86241,0.4111,3.502301034,281.581406,-92.7893145,1.148052308,23.4137500000005,-3.60753010278672e-05,-3.60753010278672e-05,NaN,2.74063210278672e-05,-8.66898e-06,-8.66898e-06
201201011730,201201011800,-0.626957,1,-9999,2,33.914,1,50.533,1,0,30.49,18.29,47.607,22.78248,0.3968,3.251717956,301.4974428,-111.7681346,0.767958654,16.0347500000001,-3.06859799669473e-05,-3.06859799669473e-05,NaN,2.31624959669473e-05,-7.523484e-06,-7.523484e-06
201201011800,201201011830,-1.486144,1,-9999,2,34.211,1,111.009,1,0,31.63,18.65,44.254,25.86082,0.3821,3.320660111,309.8724598,-45.42927441,0.81789743,10.32675,-4.29736201430296e-05,-4.29736201430296e-05,NaN,2.51398921430296e-05,-1.7833728e-05,-1.7833728e-05
201201011830,201201011900,-0.391754,1,-9999,2,39.754,1,68.663,1,0,24.86,19.01,61.759,11.97913,0.3943,3.323928375,301.4896161,-81.18495079,0.819130732,18.4592500000001,-4.36008746758561e-05,-4.36008746758561e-05,NaN,3.88998266758561e-05,-4.701048e-06,-4.701048e-06
201201011900,201201011930,-1.910035,1,-9999,2,39.02,1,101.338,1,0,25.42,19.36,56.831,13.98341,0.5018,4.302475415,303.3652122,-113.3103012,1.2745911,2.32424999999997,-5.83300423578501e-05,-5.83300423578501e-05,NaN,3.54096223578501e-05,-2.292042e-05,-2.292042e-05
201201011930,201201012000,-1.641412,1,-9999,2,-9999,2,101.816,1,0,25.08,19.7,57.597,13.45339,0.4992,4.518307457,306.2284201,-111.0083087,1.309466943,12.497125,-5.26945121939533e-05,-5.26945121939533e-05,NaN,3.29975681939533e-05,-1.9696944e-05,-1.9696944e-05
201201012000,201201012030,-0.693522,1,22.67,2,37.558,1,116.734,1,0,25.97,19.88,48.629,17.19201,0.4621,4.399513375,302.7485593,-76.79160883,1.089721753,22.67,-3.93589523286954e-05,-3.93589523286954e-05,NaN,3.10366883286954e-05,-8.322264e-06,-8.32226400000001e-06
201201012030,201201012100,-1.967328,1,3.514,2,34.005,1,90.632,1,0,25.59,20.05,45.047,17.9812,0.4527,4.154331362,315.0919407,-92.98953408,1.125674846,3.514,-5.4093279132319e-05,-5.4093279132319e-05,NaN,3.0485343132319e-05,-2.3607936e-05,-2.3607936e-05
201201012100,201201012130,-0.64345,1,12.538,2,35.97,1,60.396,1,0,25.85,20.03,39.873,19.9691,0.3397,3.185039677,306.8664654,-58.95126585,0.661630188,12.538,NaN,0,-7.7214e-06,-7.7214e-06,-7.7214e-06,-7.7214e-06
201201012130,201201012200,-0.275957,1,24.382,1,-9999,2,22.436,1,0,25.31,20,38.443,19.80967,0.3358,3.327457743,312.7309609,-153.2716217,0.58116733,24.382,NaN,0,-3.311484e-06,-3.311484e-06,-3.311484e-06,-3.311484e-06
201201012200,201201012230,-0.434798,1,7.422,1,42.98,1,-11.992,1,0,23.85,20.08,34.574,19.29014,0.3963,3.71203411,320.2022249,471.3619202,0.637187825,7.422,NaN,0,-5.217576e-06,-5.217576e-06,-5.217576e-06,-5.217576e-06
201201012230,201201012300,1.534502,1,-36.207,2,27.707,1,-56.756,1,0,21.46,20.16,33.252,17.02375,0.4074,3.851119871,320.0383772,108.2245641,0.513075574,-36.207,NaN,0,1.8414024e-05,1.8414024e-05,1.8414024e-05,1.8414024e-05
201201012300,201201012330,-9999,2,-9999,2,13.277,1,-39.726,1,0,18.95,20.03,39.633,13.1868,0.2721,2.834843302,321.5621977,46.07294251,0.229186124,-18.05,NaN,0,NaN,5.10480482964696e-06,NaN,5.10480482964696e-06
201201012330,201201020000,-9999,2,0.107,1,-9999,2,-34.558,1,0,17.09,19.9,47.362,10.22512,0.1808,2.038882046,329.3458512,15.53274401,0.131537047,0.107,NaN,0,NaN,6.92115780886756e-06,NaN,6.92115780886756e-06
201201020000,201201020030,1.384246,1,8.558,1,17.362,1,-54.921,1,0,17.12,19.81,44.18,10.86293,0.3119,3.154743014,336.3526228,50.24970702,0.342829153,8.558,NaN,0,1.6610952e-05,1.6610952e-05,1.6610952e-05,1.6610952e-05
201201020030,201201020100,1.090389,1,-4.535,1,16.833,1,-58.396,1,0,16.89,19.72,43.859,10.77223,0.3771,3.710034027,341.4432907,83.53164498,0.485524491,-4.535,NaN,0,1.3084668e-05,1.3084668e-05,1.3084668e-05,1.3084668e-05
201201020100,201201020130,1.002209,1,-9.924,1,17.331,1,-57.81,1,0,16.03,19.44,45.643,9.87347,0.4039,3.844491238,338.8032741,103.6661604,0.722802632,-9.924,NaN,0,1.2026508e-05,1.2026508e-05,1.2026508e-05,1.2026508e-05
201201020130,201201020200,0.996686,1,11.789,1,14.489,1,-52.761,1,0,15.4,19.16,45.653,9.48291,0.3823,3.760512327,339.3609878,96.39701165,0.548360789,11.789,NaN,0,1.1960232e-05,1.1960232e-05,1.1960232e-05,1.1960232e-05
201201020200,201201020230,0.940324,1,10.637,1,13.442,1,-53.811,1,0,14.97,19.09,45.899,9.17772,0.4054,4.271699374,340.5249601,112.7551189,0.646944575,10.637,NaN,0,1.1283888e-05,1.1283888e-05,1.1283888e-05,1.1283888e-05
201201020230,201201020300,0.626033,1,-5.598,1,23.018,1,-55.925,1,0,14.59,19.01,45.273,9.0619,0.5464,5.324057456,338.4486852,265.5782029,1.089694456,-5.598,NaN,0,7.512396e-06,7.512396e-06,7.512396e-06,7.512396e-06
201201020300,201201020330,-9999,2,-8.547,1,17.131,1,-51.818,1,0,14.01,18.89,45.098,8.75333,0.4485,4.387160245,339.1396544,158.6009552,0.820397797,-8.547,NaN,0,NaN,1.08438605400529e-05,NaN,1.08438605400529e-05
201201020330,201201020400,0.788335,1,8.527,1,15.075,1,-54.338,1,0,13.24,18.77,45.35,8.28761,0.3733,3.491365553,340.58765,87.2334696,0.495032535,8.527,NaN,0,9.46002e-06,9.46002e-06,9.46002e-06,9.46002e-06
201201020400,201201020430,-9999,2,1.135,1,6.475,1,-36.301,1,0,12.2,18.48,48.222,7.33753,0.2422,2.54786219,339.7621192,35.65569467,0.188685829,1.135,NaN,0,NaN,8.24471812168137e-06,NaN,8.24471812168137e-06
201201020430,201201020500,-9999,2,-9999,2,-9999,2,-21.651,1,0,11.09,18.19,53.313,6.14849,0.1403,1.829531577,338.5885848,11.63191869,0.120021488,4.173,NaN,0,NaN,6.77463761795652e-06,NaN,6.77463761795652e-06
201201020500,201201020530,0.975462,1,7.211,1,-9999,2,-28.175,1,0,10.38,18,55.3,5.61333,0.1689,2.064633428,336.3953409,15.5857266,0.113752474,7.211,NaN,0,NaN,7.17888161358611e-06,NaN,7.17888161358611e-06
201201020530,201201020600,0.707566,1,2.067,1,1.506,1,-28.356,1,0,9.91,17.81,56.383,5.30945,0.1732,2.089308412,332.2931903,16.69189436,0.0979,2.067,NaN,0,NaN,7.17996331309212e-06,NaN,7.17996331309212e-06
201201020600,201201020630,1.161864,1,14.431,1,4.389,1,-40.488,1,0,9.86,17.5,54.535,5.51427,0.2367,2.483244474,334.7264911,29.84155128,0.215147972,14.431,NaN,0,1.3942368e-05,1.3942368e-05,1.3942368e-05,1.3942368e-05
201201020630,201201020700,-9999,2,1.431,1,-9999,2,-39.167,1,0,10.11,17.18,52.853,5.81504,0.2538,2.452420966,347.7732833,38.02331483,0.232470067,1.431,NaN,0,NaN,8.14453590659012e-06,NaN,8.14453590659012e-06
201201020700,201201020730,1.007653,1,-0.082,1,-9999,2,-35.175,1,0,9.74,16.39,54.991,5.41381,0.2,2.142078317,356.2028019,20.72771655,0.160732377,-0.082,NaN,0,1.2091836e-05,1.2091836e-05,1.2091836e-05,1.2091836e-05
201201020730,201201020800,0.627446,1,0.066,1,0.552,1,-23.924,1,0,9.08,15.6,58.026,4.83012,0.1362,1.857588199,353.7241581,9.612964033,0.0768,0.066,NaN,0,NaN,6.83105935577082e-06,NaN,6.83105935577082e-06
201201020800,201201020830,-9999,2,-9999,1,-9999,2,-17.578,1,0,8.3,15.3,62.193,4.12694,0.1196,1.735043488,345.9313485,8.86324822,0.076,0.690000000000004,NaN,0,NaN,7.11618323560701e-06,NaN,7.11618323560701e-06
201201020830,201201020900,-9999,2,-9999,1,-9999,2,-9999,2,0,17.43,14.99,34.872,12.93105,0.0972,1.663184474,345.9872223,7.056418282,0.0623,1.314,NaN,0,NaN,6.19234584438925e-06,NaN,6.19234584438925e-06
201201020900,201201020930,0.8325,1,-9999,1,0.484,1,-18.853,1,0,6.96,15.17,66.369,3.35112,0.1226,1.76904091,336.5836673,8.900694161,0.0741,1.938,NaN,0,NaN,8.12828984219724e-06,NaN,8.12828984219724e-06
201201020930,201201021000,1.843096,1,-9999,1,7.421,1,-42.728,1,0,7.5,15.34,59.015,4.23784,0.2199,2.301771627,335.1641373,22.67782734,0.183114412,2.562,NaN,0,2.2117152e-05,2.2117152e-05,2.2117152e-05,2.2117152e-05
201201021000,201201021030,1.101986,1,3.186,2,1.182,1,-33.669,1,0,7.45,14.97,56.66,4.4663,0.1991,2.226813917,327.74888,21.36616312,0.194382259,3.186,NaN,0,NaN,9.24003979256997e-06,NaN,9.24003979256997e-06
201201021030,201201021100,1.102043,1,3.302,1,4.327,1,-44.457,1,0,7.58,14.59,53.333,4.84954,0.2367,2.402379068,333.739192,27.19943406,0.179759737,3.302,NaN,0,1.3224516e-05,1.3224516e-05,1.3224516e-05,1.3224516e-05
201201021100,201201021130,0.754493,1,0.804,1,2.585,1,-32.721,1,0,7.15,14.11,53.416,4.70219,0.1841,2.113191148,332.7877786,17.39480115,0.151467359,0.804,NaN,0,NaN,8.39584582299753e-06,NaN,8.39584582299753e-06
201201021130,201201021200,1.054936,1,8.228,1,3.686,1,-43.583,1,0,7.36,13.62,50.974,5.02112,0.2323,2.418356223,342.5997727,26.22584133,0.192410795,8.228,NaN,-6.68054927614413e-06,NaN,1.11446968373594e-05,NaN,4.46414756121524e-06
201201021200,201201021230,0.595627,1,8.48,1,-9999,2,-21.475,1,0,6.54,13.41,54.471,4.40782,0.1437,1.774490489,335.0456365,12.60957792,0.0655,8.48,NaN,-6.80543384670848e-06,NaN,1.04320528458494e-05,NaN,3.62661899914091e-06
201201021230,201201021300,0.710645,0,14.953,1,-9999,2,-17.58,0,0,6.02,13.2,57.501,3.9676,0.1171,1.587405745,333.8211059,8.33734935,0.0461,14.953,NaN,-7.23571504231124e-06,NaN,9.29810785190723e-06,NaN,2.06239280959599e-06
201201021300,201201021330,-9999,2,8.573,1,1.288,1,-8.379,1,0,7.03,13.38,55.032,4.50165,0.0933,1.265814231,339.7394329,8.858221557,0.0555,8.573,NaN,-9.21703460156593e-06,NaN,8.73392900247321e-06,NaN,-4.83105599092717e-07
201201021330,201201021400,-9999,2,26.647,2,18.939,1,-2.912,1,0,9.75,13.55,45.374,6.57798,0.2382,1.965782704,333.9265642,423.7118782,0.166267406,26.647,NaN,-1.30315480204465e-05,NaN,8.51283223148184e-06,NaN,-4.51871578896461e-06
201201021400,201201021430,-9999,2,1.679,2,18.289,1,23.546,1,0,11.2,13.41,36.615,8.4087,0.3451,3.750498449,346.8654327,-159.4318413,0.688027409,1.679,NaN,-1.0578185938278e-05,NaN,3.24336310968442e-06,NaN,-7.33482282859359e-06
201201021430,201201021500,-0.075012,1,10.78,1,33.305,1,64,1,0,11.96,13.27,32.573,9.40506,0.4253,4.189643119,343.0904185,-109.8650826,1.015884793,10.78,-1.29855926821248e-05,-1.29855926821248e-05,NaN,1.20854486821248e-05,-9.00144000000001e-07,-9.00144000000004e-07
201201021500,201201021530,-9999,2,2.812,1,44.095,1,84.385,1,0,12.84,13.3,29.08,10.47652,0.4572,4.528152674,0.620587712,-103.5122239,1.199992815,2.812,NaN,-3.96650706403535e-05,NaN,3.5095066934336e-05,NaN,-4.57000370601746e-06
201201021530,201201021600,-9999,2,-9999,1,-9999,2,-9999,2,0,13.05,13.32,26.49,11.01004,0.5421,5.215707415,5.087107988,-124.2311385,1.795216742,5.53366666666667,NaN,-4.42214934294944e-05,NaN,3.45945244342003e-05,NaN,-9.62696899529407e-06
201201021600,201201021630,-9999,2,-9999,1,-9999,2,-9999,2,-9999,13.48,13.46,25.231,11.52109,0.55,5.261216888,354.0455154,-105.3984636,2.038928687,8.25533333333333,NaN,-4.18001682239919e-05,NaN,3.13895410441945e-05,NaN,-1.04106271797974e-05
201201021630,201201021700,-1.435458,1,10.977,1,71.105,1,187.35,1,-9999,13.92,13.6,24.717,11.93425,0.5715,5.080926335,344.9475743,-91.03948414,1.747743129,10.977,-4.8956336052066e-05,-4.8956336052066e-05,NaN,3.1730840052066e-05,-1.7225496e-05,-1.7225496e-05
201201021700,201201021730,-1.297058,1,11.601,1,58.649,1,180.682,1,0,14.2,13.9,24.024,12.26343,0.5651,5.518540347,336.3700063,-91.21558246,2.09723794,11.601,-4.84616654835924e-05,-4.84616654835923e-05,NaN,3.28969694835924e-05,-1.5564696e-05,-1.5564696e-05
201201021730,201201021800,-1.693295,1,14.244,1,64.352,1,191.488,1,0,14.58,14.19,23.976,12.58328,0.5282,4.594795719,331.7807977,-70.24467803,1.966445774,14.244,-5.39683027532595e-05,-5.39683027532595e-05,NaN,3.36487627532595e-05,-2.031954e-05,-2.031954e-05
201201021800,201201021830,-1.27598,1,6.927,0,62.159,1,190.573,1,0,15.21,14.51,22.851,13.29348,0.465,4.305101792,334.0911218,-48.13678414,1.937217577,6.927,-4.66667974958798e-05,-4.66667974958798e-05,NaN,3.13550374958798e-05,-1.531176e-05,-1.531176e-05
201201021830,201201021900,-0.327596,1,15.432,1,59.294,1,186.755,1,0,15.61,14.83,22.414,13.71609,0.4434,4.176844807,327.8875611,-42.56680772,1.539453418,15.432,-3.73805941823657e-05,-3.73805941823657e-05,NaN,3.34494421823657e-05,-3.931152e-06,-3.93115200000001e-06
201201021900,201201021930,-9999,2,4.036,1,66.708,1,180.412,1,0,15.98,15.23,20.901,14.31581,0.4832,4.447228861,325.9871392,-57.03623339,1.827277281,4.036,NaN,-3.91245208885943e-05,NaN,3.30916179866328e-05,NaN,-6.03290290196149e-06
201201021930,201201022000,-0.221356,1,9.14,1,62.12,1,168.036,1,0,16.34,15.63,20.184,14.78346,0.4677,4.064880366,326.2364919,-55.4951597,1.464940301,9.14,-3.55789057232183e-05,-3.55789057232183e-05,NaN,3.29226337232183e-05,-2.656272e-06,-2.656272e-06
201201022000,201201022030,0.206797,1,18.745,1,54.702,1,134.879,1,0,16.46,15.81,20.549,14.82887,0.4115,3.95751982,327.669351,-47.11049895,1.448280534,18.745,-3.20405355233052e-05,-3.20405355233052e-05,NaN,3.45220995233052e-05,2.481564e-06,2.48156399999999e-06
201201022030,201201022100,-0.169135,1,16.356,1,51.547,1,118.444,1,0,16.97,15.99,19.884,15.44509,0.3791,3.337307712,320.350251,-41.920694,1.211385761,16.356,-4.01690135024766e-05,-4.01690135024766e-05,NaN,3.81393935024766e-05,-2.02962e-06,-2.02962e-06
201201022100,201201022130,-9999,2,6.274,2,41.068,1,70.461,1,0,17.2,16.1,19.095,15.82624,0.3937,3.50334512,310.5359298,-78.925021,0.959183035,6.274,NaN,0,NaN,1.34420771921039e-05,NaN,1.34420771921039e-05
201201022130,201201022200,0.498806,1,9.522,2,38.451,1,40.765,1,0,17.07,16.21,19.937,15.53864,0.412,3.46444104,303.7753927,-156.3844642,0.758276743,9.522,NaN,0,5.985672e-06,5.985672e-06,5.985672e-06,5.985672e-06
201201022200,201201022230,-9999,2,8.798,1,26.792,1,-7.784,1,0,16.27,16.15,21.21,14.53364,0.326,3.142840854,301.3402017,405.8476158,0.404413255,8.798,NaN,0,NaN,5.05223752593612e-06,NaN,5.05223752593612e-06
201201022230,201201022300,-9999,2,-9999,1,8.866,1,-17.447,1,0,14.53,16.09,24.814,12.39843,0.1785,1.933638958,296.571247,29.7052567,0.0932,-0.453500000001588,NaN,0,NaN,1.07112484291639e-06,NaN,1.07112484291639e-06
201201022300,201201022330,-9999,2,-9999,1,-9999,2,-9999,2,0,11.12,15.94,37.594,8.2337,0.0955,1.536869864,268.5065595,5.058494821,0.14728747,8.71842857142873,NaN,0,NaN,5.8151459835041e-06,NaN,5.8151459835041e-06
201201022330,201201030000,-9999,2,-9999,1,-9999,2,-9999,2,0,9.22,15.78,45.737,6.30627,0.1022,1.68476406,263.3428804,6.878756459,0.0429,8.90528571428582,NaN,0,NaN,7.63128983830291e-06,NaN,7.63128983830291e-06
201201030000,201201030030,-9999,2,-9999,1,-9999,2,-9999,2,0,8.56,15.55,44.829,6.13082,0.127,1.870945555,278.3876545,7.112436058,0.104262199,9.09214285714291,NaN,0,NaN,7.68735273078346e-06,NaN,7.68735273078346e-06
201201030030,201201030100,0.651554,1,9.279,1,3.051,1,-37.113,1,0,8.02,15.31,42.169,6.19546,0.1722,2.112276855,292.7894288,12.55356018,0.0905,9.279,NaN,0,NaN,7.72263442471236e-06,NaN,7.72263442471236e-06
201201030100,201201030130,0.61235,0,4.943,1,1.987,0,-25.239,0,0,7.25,15.07,44.933,5.59564,0.1347,1.808000227,297.8991544,8.836812792,0.0533,4.943,NaN,0,NaN,7.26983600776376e-06,NaN,7.26983600776376e-06
201201030130,201201030200,-9999,2,-9999,1,-9999,2,-9999,2,0,6.29,14.83,50.044,4.75195,0.0756,1.527906526,290.189399,3.675136427,0.0269,-1.95171428571441,NaN,0,NaN,1.06327118637579e-05,NaN,1.06327118637579e-05
201201030200,201201030230,-9999,2,-9999,1,-9999,2,-9999,2,0,6.04,14.62,52.75,4.41952,0.0604,1.324276088,272.1541485,3.054117641,0.114540729,-8.84642857142882,NaN,0,NaN,1.28920994827556e-05,NaN,1.28920994827556e-05
201201030230,201201030300,-9999,2,-9999,1,-9999,2,-9999,2,0,5.49,14.4,56.181,3.94442,0.0465,1.148364915,252.6614389,2.020713332,0.0157,-15.7411428571432,NaN,0,NaN,1.3322774914588e-05,NaN,1.3322774914588e-05
201201030300,201201030330,-9999,2,-9999,1,-9999,2,-9999,2,0,4.94,14.17,58.852,3.5644,0.0558,1.17076523,258.8750741,2.9332977,0.02,-27.3059999999998,NaN,0,NaN,1.28550294865826e-05,NaN,1.28550294865826e-05
